ratio,model,ratio_value,repeat_index,repeat_seed,fold_index,n_train_positive,n_train_negative,n_validation_positive,n_validation_negative,positive_prevalence,random_auprc_baseline,auroc,raw_auprc,normalized_auprc,f1,precision,recall,brier,scale_pos_weight,class_weight,train_negative_seed,validation_negative_seed,feature_selection_seed,model_seed,selected_go_sha256,train_records_sha256,validation_records_sha256,elapsed_s
1:4,Random Forest,4,1,7,2,327,1308,82,328,0.2,0.2,0.8259964306960142,0.5148114411737748,0.3935143014672184,0.4953271028037383,0.4015151515151515,0.6463414634146342,0.14408396928864992,,balanced,232768092,3005685016,1217569596,3828856261,02455e49e3e2f1755846d91587dcfc5fc9dbbbcda85c8d7287b758f71030550d,ff5efdb46d659f24b14ab199d772be13b0241d8ee21c339af524a2d25c181de2,81f68edd28ce49bb1b1afcc50e21d64983efdeda0cb7342b42c3c18456922a12,0.6900789737701416
1:4,Random Forest,4,1,7,3,327,1308,82,328,0.2,0.2,0.8273720999405116,0.5084170568781922,0.3855213210977402,0.5327102803738317,0.4318181818181818,0.6951219512195121,0.14548201921691103,,balanced,3607034384,601612040,1973229862,1524919692,2c6c149c401e864674e66a2bcfef12b4975e7c1cf8ea60233c917c6bce7be418,2c6c8033415b5e4944ff4a52ca121f84b3ce3acf73a5745eb6e859ea29435fee,4854e3c1717512c3691a069dbdc560970e7c143c5378ec58cb2e3338cf106952,0.7125601768493652
1:4,Random Forest,4,1,7,4,328,1312,81,324,0.2,0.2,0.8142051516537113,0.4338444770523491,0.2923055963154363,0.5291479820627802,0.4154929577464789,0.7283950617283951,0.15398682336039712,,balanced,145173418,530742158,2519413643,921691333,d8ca628d7884bb1be0c16a2dc9425d64fc3a74d6d3a5e52b0e279e5d3542168b,d8ca110ab884c1208ffb5f223af5fe30e61e8d9b8ab81a557526fafc2c7d0b5e,4388327acc1bee83c4b637182b828501b881250cfd84f8f7e39cfde1a10360a0,0.6931767463684082
1:4,Random Forest,4,2,13,0,327,1308,82,328,0.2,0.2,0.8424301011302796,0.47591565465207586,0.3448945683150948,0.5384615384615384,0.49,0.5975609756097561,0.13299997806186628,,balanced,1043441618,1306626211,2925613700,1318353368,b11d98fee49eb012d34fc3809f7247bedeb686b1fbf1fc93ef047731b2341228,659220b558c8628bf7b9df187ef0cb5c95798d277b46b1d4c95221d7620a0ce1,f9f5b8c036900a68176da942554f5922cf397db800b398405d25c30ebaecab71,0.7214038372039795
1:4,Random Forest,4,2,13,1,327,1308,82,328,0.2,0.2,0.8285246876859012,0.5049225310926407,0.3811531638658009,0.484304932735426,0.3829787234042553,0.6585365853658537,0.14573971874826794,,balanced,3967921469,3769031787,1729197224,3864957032,78fb1537de990e6a007cf1a9d60cd9d726f3172ecc56118490bc4522f607fa9d,d3c3914303e55025b4a20d5ccf1bd003b7757c7f2103db551b70350dafd75975,9e5b4b30954d5efe2cdd036738567d5e52bdf756f6dfea465a0a7afe0ed670ec,0.7080860137939453
1:4,Random Forest,4,2,13,2,327,1308,82,328,0.2,0.2,0.8138756692444973,0.43408687516399647,0.29260859395499556,0.5132743362831859,0.4027777777777778,0.7073170731707317,0.1572344212926242,,balanced,1627942445,1148463717,1413192634,490994377,8132d7534c84f233801b2293f8ad7c2660ceae743b1acd375a95a8d18c7df09b,04bd33ac02cd2d0d6e5b35d26cb1cd3e64572b526c0f7bd609b7ab93cabec4bd,594f7e86a0954f9cb3ebc60b3f0421982da1be011caa3fee66ddd6c7fbbb4065,0.7063980102539062
1:4,Random Forest,4,2,13,3,327,1308,82,328,0.2,0.2,0.834510707911957,0.48662511693580895,0.3582813961697612,0.5480769230769231,0.4523809523809524,0.6951219512195121,0.14284012491216685,,balanced,1721745415,4145664941,2862952090,1569536596,722dbe9b1ad5d086e04ad16549d10203f57ee808ebfaff01a1d09541cf2fb7d6,a23c08811a5601c08837cd705a5d84176e402af965faae83a9cbf68c161cf956,76ac2671832316dbbfa6c5d51d6dc18b10ef00a513ce900f190838f6802010c2,0.7207050323486328
1:4,Random Forest,4,2,13,4,328,1312,81,324,0.2,0.2,0.8165675964029873,0.42622641221541746,0.2827830152692718,0.5309734513274337,0.41379310344827586,0.7407407407407407,0.14966957518953009,,balanced,720975774,2510367330,1225854434,657464507,50011898e5addd6a2858bc608a1e5e986a9093a774c4981c84e99048defb9a4b,1b15f987692811d213c3682d1cb9dba830b554c44d159b75bc5372f3a84971c6,21338d0553cf061f9068a84ae8a362a9d121d7cfbd28df1f28358d20df9265f0,0.6959178447723389
1:5,Random Forest,5,0,42,0,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.830993456276026,0.4703097290304967,0.3643716748365961,0.46445497630331756,0.3798449612403101,0.5975609756097561,0.13797300870145357,,balanced,2271557382,2389766151,261709997,169927654,790f7cb9691ea7e0e6d9819a69a0fe15fba72c71a6527b1398e000c552d13d9e,dc68fd01949dcae50ef7c93d41dbd62f0d6f74436de1b26a4527dd10f05d27e2,f3622092f9d0d3a9edffe52d3865708ac8480bd719ff66e7a34380be294b4499,0.8583149909973145
1:5,Random Forest,5,0,42,1,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8535990481856037,0.44990750969028254,0.339889011628339,0.5221674876847291,0.4380165289256198,0.6463414634146342,0.12722600342776882,,balanced,3738214866,2146813999,3667628742,388819993,14d56fe50348e7ecf93c3bc87e6b39d1899720500eb2708f1f175ca2b7091e76,183ac5be29277a796fe7ed7bf75e69dce5b8b683e10948f7582bba1e6b087614,def38b1f4ed2685c27c34d76eec0f096fec6d2010c2286e2b2a51c56d2a34f91,0.7801969051361084
1:5,Random Forest,5,0,42,2,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8266210588935158,0.4071816273907017,0.288617952868842,0.4738955823293173,0.3532934131736527,0.7195121951219512,0.14940676864592028,,balanced,3201539320,2938065712,2626962892,896720211,b5af6e537ffd8b69d8cb610aa1547b601073ca950148ad8b8402baa9605b3bb8,b3655332e73b032151d8b6eda3eb0dc24c024aa7e8d535b3410acbddec82aeaf,47dd588e588e8d8602b7597cd87ec4582e6e347ac1a9248fe3aa3304c84d1231,0.7977421283721924
1:5,Random Forest,5,0,42,3,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8250743604997025,0.41560904884989724,0.2987308586198767,0.4752475247524752,0.4,0.5853658536585366,0.132061240720825,,balanced,1863807677,3148633390,607250093,4174982221,2bf92ac21b1eb71101f97b54bee346ff5a73bbc2d65b5a169523d3886adfe405,d564326ae4035de3c1bcdda86202e8460eb203fe459efb05f95458ba7aa4089b,5b46b6dc541ac6dacd2399c0e0a6c2b73d3c0cfc395195ff324a9b738128ecf6,0.8445110321044922
1:5,Random Forest,5,0,42,4,328,1640,81,405,0.16666666666666666,0.16666666666666666,0.8344459686023471,0.4458864517553558,0.335063742106427,0.49795918367346936,0.3719512195121951,0.7530864197530864,0.14127915360968596,,balanced,779737286,1850981907,2098763973,2405003699,49444e0f1d847e5c505f89c989997acb77b29af20f3a7114ef38d3140d35595e,fc09cf144d0467626a5ea1ebb457e48f8bd9a0e24a5c9c8b77912ba9b95d51ee,8350cb6a8dc32a54c1cd1777955d9968631ab092b7f656b6da40601f81eb1440,0.8141601085662842
1:5,Random Forest,5,1,7,0,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8247174301011303,0.374765531150645,0.249718637380774,0.4933920704845815,0.38620689655172413,0.6829268292682927,0.1408729558534272,,balanced,839727729,2210902643,4196815406,636261195,e85b2b631b4d90ee36694e87c3bfaaaeebab295952cb653172646d0ecbf97b8a,f655294a6e0f7b06b7561e10da72a08a200fb67627a434183a6401ef992b700f,36479a8afade6de98b92b9c1c1b26959b12fd5ba1ebb8715ef96dc82ca4eaf89,0.8389692306518555
1:5,Random Forest,5,1,7,1,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8335812016656752,0.4424573054766501,0.33094876657198014,0.49765258215962443,0.40458015267175573,0.6463414634146342,0.13530810230476797,,balanced,755564212,2925265904,4082817047,2565762360,24d1d1980eed976d7f1e3b9fc310ffb65b9d3d4b8eba13005fd2fc33e99dc808,122ce90d1926d2ec7d32d27aae06fa4bcca81a1016f380f7d1389bc44450e8f2,50b41c017faed242943785a49bc7ee5b5ad6cb9f769de871485514021420f8a5,0.8034708499908447
1:5,Random Forest,5,1,7,2,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8195716835217133,0.4020372277052875,0.282444673246345,0.4688995215311005,0.3858267716535433,0.5975609756097561,0.13881094689933596,,balanced,2693813015,445548691,899560606,1872123236,f4564943f243962cf9949edb64acf625652b4d6efff536e55fac89627a3dde18,bbc57ae1d385f6c25c9740d5feb6fe3cd1af74e29f33b3bd51a6892d37b02fba,eed9a003c7abd08ed2e72ce8efd8c7615b5305901f232a16bfc87fc4bc183851,0.8093812465667725
1:5,Random Forest,5,1,7,3,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8336406900654373,0.42668028038795275,0.3120163364655433,0.502127659574468,0.38562091503267976,0.7195121951219512,0.13858878254811818,,balanced,4164593714,3594304725,2261386821,2069478687,186ea9b579b1d806a2d441e4c63033c6b43b4f91c903ea9b001f35d726b2617b,ad4128f326b518bba788b1f0e851b73144007a02ad07eab2ff44a9661435e092,39248de0338448def135455447e794d1bd09107d95b3edcb895afd0dc89ef1a9,0.776785135269165
1:5,Random Forest,5,1,7,4,328,1640,81,405,0.16666666666666666,0.16666666666666666,0.8223441548544428,0.3971470260844221,0.2765764313013065,0.4888888888888889,0.3819444444444444,0.6790123456790124,0.14318076132078086,,balanced,1666402677,366618036,640907163,1814039416,d57b71d8331d52e9cb69d782f1fc59a4ef2f67a5d679008d8b769398a57b3823,bd8fd2683bb9938059fc204bf6b2064a7befabad9308cee1863fe86f6992441f,c572a480791af75a86b33b1905e653824eac71f6f2ab81d3ee2817606f50f1e9,0.8225781917572021
1:5,Random Forest,5,2,13,0,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8184414039262343,0.38987226538636643,0.2678467184636397,0.45794392523364486,0.3712121212121212,0.5975609756097561,0.1346354349378436,,balanced,3751251218,4218452593,554376902,1802093742,bd5578f13ab4a50aa842b4039b20596ad93ccbc5b6aeeeb183c94e41bc9175f9,e9bb6e57d315df8e3c29cbaccf87e15322a4efe16f22486e11c9802f3dbb937f,c5180aa294d1d3bfcf159a45d32ffe28db1d10ca2e4fc780302e65a9c8a5e768,0.8437008857727051
1:5,Random Forest,5,2,13,1,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8459547888161809,0.5061367675953263,0.40736412111439163,0.5221674876847291,0.4380165289256198,0.6463414634146342,0.13162297535335157,,balanced,3585049756,2301391794,3299575904,3317063852,a3a3a789dbbe171e94899eba1bb8bfaa4de9348b0fb9ae5c1752f1735a724922,99565fa1b7ecac50d8a797f792c98cb47cd1a777d26104e2f7ad4fc7bf1416b8,e1c23153c6feb17bd7fee3027f2ab9933ca8d944e89c14c8227951d635fbad45,0.8222901821136475
1:5,Random Forest,5,2,13,2,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.8268590124925639,0.3996753209754915,0.27961038517058984,0.4939271255060729,0.3696969696969697,0.7439024390243902,0.1455396554979367,,balanced,2041887770,3242858617,2545445916,2227149362,d4304cddf06dacda09aab596fbc802781ab43ecfc23afa526df64d957a2d55e4,06f0547a379492971fb3e32ad22e0f423645679de5cc997173dbea273ed25eaf,e637f90db5521edad6ca421be6768f245c710455e713aa20ca02079751e86bb1,0.7913229465484619
1:5,Random Forest,5,2,13,3,327,1635,82,410,0.16666666666666666,0.16666666666666666,0.832004759071981,0.4590398715084605,0.3508478458101526,0.4807692307692308,0.3968253968253968,0.6097560975609756,0.13614366738616004,,balanced,691567113,636187022,2795621797,232370989,fba81c9f089d37dc18567f9b084771ddb6925f57c965ebec0df38ff5a446ae34,68e4b53159d3ad4397b72280f8baa64936ca24ab8556c6a2bd46e5b5f5308822,90758c9eb8201cfb3b70f3bcc995076d0c924e765ea868c989657c45978d33a1,0.7969632148742676
1:5,Random Forest,5,2,13,4,328,1640,81,405,0.16666666666666666,0.16666666666666666,0.816948635878677,0.3814658458309811,0.2577590149971773,0.4730290456431535,0.35625,0.7037037037037037,0.14559666693070136,,balanced,752415690,447257278,525790726,3693043811,b3447766f37823f73bb00012f133ed97dc07864202dd82c47a1ebf1bd8bb7ddd,2e9b0e521782b6107ef73bf21da2c349567f6954c322ef55a510c8c829017258,90a1fe8f46a4aee7ec5764996b845c8b2adb5a390eb6881396a9d2ffd21de0d0,0.7722210884094238
