id,name,source,raw_gene_count,annotated_gene_count,gene_set_group_id,gene_set_sha256,source_record_count,mixed_source
AC_PWY-5143,long-chain fatty acid activation,AraCyc,12,12,GSG_2f2d2ae2e67afc90,2f2d2ae2e67afc90ce0ef889c13843dbfa9d314347e72cb8b8641a5c1706835b,1,False
AC_PWY-5147,oleate biosynthesis I (plants),AraCyc,27,27,GSG_affce52dad8f461b,affce52dad8f461b391c99c74dfa345ea50a574c8e0dc1c16e9cfe678a0357f1,1,False
AC_PWY-5156,superpathway of fatty acid biosynthesis II (plant),AraCyc,47,47,GSG_b12116525627bf0f,b12116525627bf0febf517b8bb1f4b8fe0cab49482f8ff37562e7fbfa4e6f90a,1,False
AC_PWY-5173,superpathway of acetyl-CoA biosynthesis,AraCyc,19,19,GSG_60a7bc72fd51ae25,60a7bc72fd51ae25810b918414577acbf41ace588155a5f6b2a1b98dccaefe4e,1,False
AC_PWY-5188,tetrapyrrole biosynthesis I (from glutamate),AraCyc,9,9,GSG_7e37d8595aa9320d,7e37d8595aa9320dc696800b375dafda4c5f73ca1b38f2f3e90e04c3695bd977,1,False
AC_PWY-5203,soybean saponin I biosynthesis,AraCyc,14,14,GSG_41df94c3f39460d3,41df94c3f39460d31ee238ed9c811dbdecbf35814289f51f28e435fcdedee1cb,1,False
AC_PWY-5267,glucosinolate activation,AraCyc,14,14,GSG_6d3e8318e96354e8,6d3e8318e96354e8f5de01264f93bceef9664066b92a594029f025bc63b17763,1,False
AC_PWY-5269,cardiolipin biosynthesis II,AraCyc,5,5,GSG_dbdaafbd2a0d56c0,dbdaafbd2a0d56c041dda8075e4ec9fd8dc92959230f0e33bd44ff9493666229,1,False
AC_PWY-5272,abscisic acid degradation by glucosylation,AraCyc,22,22,GSG_d92aa2bb58ae3fe7,d92aa2bb58ae3fe71383ccd2fc112cb5f328c902d18ba77c9feba09b08f53ea2,1,False
AC_PWY-5320,kaempferol glycoside biosynthesis (Arabidopsis),AraCyc,18,18,GSG_7a9007a2e1d3dd5a,7a9007a2e1d3dd5af825dbf8d132d9c143e34b6ee1f77e0d9e14697df2e643f6,1,False
AC_PWY-5321,quercetin glycoside biosynthesis (Arabidopsis),AraCyc,38,38,GSG_b2ac5bb677cdd7be,b2ac5bb677cdd7be86b7c205c1f7a9dd79b16e435fa59a447c733cd04c90c74e,2,False
AC_PWY-5337,stachyose biosynthesis,AraCyc,13,13,GSG_48f62b32431ff207,48f62b32431ff207891660cd5a0bfa0cdd304e8100aa2fbb71978afc216ac58e,1,False
AC_PWY-5340,sulfate activation for sulfonation,AraCyc,6,6,GSG_5959cea2edd7b30c,5959cea2edd7b30cd4086467ef96f625a95812ebe2c8995539c0cf92f4c21d03,1,False
AC_PWY-5350,thiosulfate disproportionation IV (rhodanese),AraCyc,6,6,GSG_a85abab36f51a433,a85abab36f51a433c734e0007348f33a284172d1face431c042f1bff77fb6721,1,False
AC_PWY-5366,palmitoleate biosynthesis II (plants and bacteria),AraCyc,6,6,GSG_25ddb6ee34667909,25ddb6ee346679095ddf7448cceeb4c3f1dfb336f1074679a6da2c3c16d74863,1,False
AC_PWY-5381,NAD salvage (plants),AraCyc,23,23,GSG_89d8a3f80b9622cb,89d8a3f80b9622cb848af2168f022c0a014729e42890eee8fc66fd5f1b914528,1,False
AC_PWY-5386,methylglyoxal degradation I,AraCyc,11,11,GSG_4e5a07528b453623,4e5a07528b45362324b22e8de4e41ea4bd78caca999e87a15ee5cf57d79fdd19,2,False
AC_PWY-5390,rutin biosynthesis,AraCyc,43,43,GSG_fbf3e659497a4534,fbf3e659497a4534b13a2ebb95dd6b2cf894094d6491c1d345bb8dca520ef55f,1,False
AC_PWY-5410,traumatin and (Z)-3-hexen-1-yl acetate biosynthesis,AraCyc,23,23,GSG_3f9a7c594f3d0358,3f9a7c594f3d0358c79b1b565516365ddf6956df55221897140c6078eac82480,1,False
AC_PWY-5453,methylglyoxal degradation III,AraCyc,11,11,GSG_2427bea8d3ca81c4,2427bea8d3ca81c47717493edd68e546ff11efc9b2184f1c59f542a0d53d5e28,1,False
AC_PWY-5464,"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",AraCyc,102,102,GSG_78f6a86dc6aaa2b3,78f6a86dc6aaa2b3ca52bc34ac5dc5344f7f230986e26149e2cb316c94f40fc3,1,False
AC_PWY-5484,glycolysis II (from fructose 6-phosphate),AraCyc,54,54,GSG_0e2e36401451fbbf,0e2e36401451fbbf059f87fc4a6a7253c625e7d67e4b7f87799e5b06205af16f,1,False
AC_PWY-5486,pyruvate fermentation to ethanol II,AraCyc,5,5,GSG_3878cfa0aae57b6b,3878cfa0aae57b6bc623da2b17f3c2ca61244679070147b7c764d5edd4815c87,1,False
AC_PWY-561,superpathway of glyoxylate cycle and fatty acid degradation,AraCyc,46,46,GSG_a09458cc9861d87e,a09458cc9861d87e35ea66487774fb35b0c85137db65ee64e3ee185a5bc9a0d2,1,False
AC_PWY-5659,GDP-mannose biosynthesis,AraCyc,12,12,GSG_614b2184c6b3db54,614b2184c6b3db544585508a92d580e868cc322ba6a344123d0352b2361f7942,1,False
AC_PWY-5667,CDP-diacylglycerol biosynthesis I,AraCyc,28,28,GSG_29c2484f29341605,29c2484f29341605a2a8de6efe058c4509739828e3420904a9c9554f8a061a10,1,False
AC_PWY-5670,epoxysqualene biosynthesis,AraCyc,9,9,GSG_a7fd3883c651e3ee,a7fd3883c651e3eea42b9f1b1aa2e447a9aa37f3d638d5c5607b15e53b44229d,1,False
AC_PWY-5687,pyrimidine ribonucleotides interconversion,AraCyc,21,21,GSG_b4c967ea3dc58d0d,b4c967ea3dc58d0ddb4b6c4c29b87ea6332d1b947d7394fb1195734799d6d7da,1,False
AC_PWY-5690,TCA cycle II (plants and fungi),AraCyc,35,35,GSG_1607be8b301d97f9,1607be8b301d97f978e9dd583817e5ad8b2083c03f5b97f8b5e88db4612f0464,1,False
AC_PWY-5723,Rubisco shunt,AraCyc,36,36,GSG_98989995644bdbea,98989995644bdbeac07658b19ce82f6fb16aa0a5b728b16feddc653254658c75,1,False
AC_PWY-5725,farnesene biosynthesis,AraCyc,9,9,GSG_516c36526c4bcd69,516c36526c4bcd6988800ead8dfc4a43633aa8c446f4db24e833a75edd3d5d9e,1,False
AC_PWY-5791,"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",AraCyc,8,8,GSG_583d04754d5d3054,583d04754d5d305465a7ba4c6a044bc7cdd24bc63e9b9e68f26259d25e88f7c6,2,False
AC_PWY-5800,xylan biosynthesis,AraCyc,6,6,GSG_02c8233edf4c0ea5,02c8233edf4c0ea55f9da52acce25fbaaceeb87498ccc30b31f71d12f82e9960,1,False
AC_PWY-5807,heptaprenyl diphosphate biosynthesis,AraCyc,6,6,GSG_59233811a5c90616,59233811a5c906162a3098ffb1f52126ac0e11be8970588aba34121ef0b566d1,1,False
AC_PWY-581,indole-3-acetate biosynthesis II,AraCyc,34,34,GSG_0313c21765e06a99,0313c21765e06a990c8514aeaa0e64508316f62b8b1b37dc7ea25abac5ce63b4,1,False
AC_PWY-5859,eugenol and isoeugenol biosynthesis,AraCyc,5,5,GSG_f7f448ff3ed4b3e1,f7f448ff3ed4b3e10cf19c388755038ace23190bc9052bca15319467dd776632,1,False
AC_PWY-5864,superpathway of plastoquinol biosynthesis,AraCyc,11,11,GSG_b594d7dc3aa0cf6f,b594d7dc3aa0cf6fbdd31ac10df88470033dd92a8b40820e37a756538128899f,1,False
AC_PWY-5868,simple coumarins biosynthesis,AraCyc,25,25,GSG_42561a406470e10a,42561a406470e10ac77c954aee96fc5b7d405e95f3e4ac6ea58fc39216d0c948,1,False
AC_PWY-5886,3-(4-hydroxyphenyl)pyruvate biosynthesis,AraCyc,6,6,GSG_ecdd7401c1eb5547,ecdd7401c1eb55477430bf28741f1e3c42bd941ed1ae00a1ec5d0ca98832dc49,1,False
AC_PWY-5918,superpathway of heme b biosynthesis from glutamate,AraCyc,18,18,GSG_4faa1a0853c94163,4faa1a0853c94163d9fccdf9b7126f4f767d9a2fc47182c3f6a6d545ec842df3,1,False
AC_PWY-5934,iron reduction and absorption,AraCyc,10,10,GSG_8a658e4938b270e0,8a658e4938b270e0454b05733a34eda0ba7df31105e8693a9ff0a397f36ec963,1,False
AC_PWY-5947,lutein biosynthesis,AraCyc,5,5,GSG_2630335f158658e9,2630335f158658e94341e4fd32075e52806dd72f2c93229009fb806a072c97d0,1,False
AC_PWY-5957,L-nicotianamine biosynthesis,AraCyc,5,5,GSG_5c28aa1a7bd5e9f3,5c28aa1a7bd5e9f36eb24b4986ec725a81a89458c06bd5225052e82af1274fd1,1,False
AC_PWY-5963,molybdenum cofactor sulfulylation (eukaryotes),AraCyc,6,6,GSG_744f8f440b9aa14e,744f8f440b9aa14ee89ea707aad6609292151c46d29f5441c6978f8bd2638b0a,1,False
AC_PWY-5971,palmitate biosynthesis II (type II fatty acid synthase),AraCyc,33,33,GSG_354a7c63fdf8239f,354a7c63fdf8239f2c3b7e86253b2d8650800ec4a0e36ae79b43981892543ab7,2,False
AC_PWY-5973,cis-vaccenate biosynthesis,AraCyc,20,20,GSG_9cd30b6129f1000c,9cd30b6129f1000cd8e2f24b72fb739e52b28ca049dba989af40f2bc0a1ff3b0,1,False
AC_PWY-5980,xylogalacturonan biosynthesis,AraCyc,27,27,GSG_852d73cbc9e8c539,852d73cbc9e8c539143c4709d2453063c73e8b7d1c498ac98396c4a6a14b4945,1,False
AC_PWY-5992,thalianol and derivatives biosynthesis,AraCyc,28,28,GSG_f8698066da8f4fee,f8698066da8f4fee58334edf9f185fea2646741c4b335f96f2da76d8b905c497,1,False
AC_PWY-6007,"(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II",AraCyc,10,10,GSG_71dc1a51dc1e0b1e,71dc1a51dc1e0b1ed812b6f0d9b12ff56c4ff334571217e8ae700feedffdfaff,1,False
AC_PWY-601,glucosinolate biosynthesis from tryptophan,AraCyc,36,36,GSG_cd20f4b33b6a1b6e,cd20f4b33b6a1b6e075b554c6b8b474fb9c842216f920ea2453703d4d2a612cf,1,False
AC_PWY-6012,acyl carrier protein metabolism,AraCyc,10,10,GSG_31c1ddd3fa482e16,31c1ddd3fa482e1687a75e322bd6ab51cf38c6d953a929e911da3cf61db52e85,1,False
AC_PWY-6014,vernolate biosynthesis I,AraCyc,8,8,GSG_e0073353c3c5625e,e0073353c3c5625e796d988d35938a95e5b89dddc1ad4984f461f5e1a963343c,3,False
AC_PWY-6039,chlorogenic acid biosynthesis I,AraCyc,28,28,GSG_b587293408a4999d,b587293408a4999db450a18d5597062479aa987b5c84317458ac2b1fd06b4d02,1,False
AC_PWY-6040,chlorogenic acid biosynthesis II,AraCyc,21,21,GSG_40251a25f3e56e6b,40251a25f3e56e6b87be376093d212dfd7495aad5f97c1319a6dfa1675cb898e,1,False
AC_PWY-6051,"2,4,6-trinitrotoluene degradation",AraCyc,8,8,GSG_e402d63662dd0278,e402d63662dd027825f6a7550d6a70d562a1372a9f18a67618867deb1988cc28,1,False
AC_PWY-6115,"avenacin biosynthesis, initial reactions",AraCyc,10,10,GSG_7833164ae26c7fb4,7833164ae26c7fb4df84727b70cb2174617c11ded735c173d574db16b892530a,1,False
AC_PWY-6117,spermine and spermidine degradation I,AraCyc,9,9,GSG_c213f0ca4db81577,c213f0ca4db815772fc0e7e7cd0bfb5f9766763a984249433e1a5d97223b16a5,1,False
AC_PWY-6118,glycerol-3-phosphate shuttle,AraCyc,5,5,GSG_c48120d9810a8e82,c48120d9810a8e82a6f3d62262de83e724f62038ec82b72022081429e3a69632,1,False
AC_PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,AraCyc,7,7,GSG_a998a6bff7cec16a,a998a6bff7cec16acd814674eaa1c581023f895d281581103e842f9279a93576,1,False
AC_PWY-6124,inosine-5'-phosphate biosynthesis II,AraCyc,6,6,GSG_8347ffa41db45d0f,8347ffa41db45d0f469f979c104e787ee0098941fe14fa5e82bfe5f29212bebb,1,False
AC_PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,AraCyc,6,6,GSG_ae6fb02402bc0138,ae6fb02402bc01380a4417b3f071f1d5f92263fe2f30c32dedf6d5b2cec5180f,1,False
AC_PWY-6163,chorismate biosynthesis from 3-dehydroquinate,AraCyc,6,6,GSG_8190cd505ab42081,8190cd505ab420818523bf5daf69bf8ac19325fe7125e23371ac423eae356922,1,False
AC_PWY-6199,quercetin sulfate biosynthesis,AraCyc,13,13,GSG_3b92d1a34b99751e,3b92d1a34b99751e50cd543423ee0c260f236425f46560d3b5622d723ae18b4b,1,False
AC_PWY-621,sucrose degradation III (sucrose invertase),AraCyc,28,28,GSG_0666f8831fed315d,0666f8831fed315d1fe435228ce85f94ad2598d644edef8598e789cf05cf0964,1,False
AC_PWY-622,starch biosynthesis,AraCyc,20,20,GSG_e27d476a16b66bc0,e27d476a16b66bc0a06d16e8994557f54540ca7858b42dd9ea99a82969f6240c,1,False
AC_PWY-63,UDP-beta-L-arabinose biosynthesis I (from UDP-alpha-D-xylose),AraCyc,5,5,GSG_47bfb951473ff6be,47bfb951473ff6bea9bab6709a80815273e3c7de61863f2d17c5f40938bcf999,1,False
AC_PWY-6303,methyl indole-3-acetate interconversion,AraCyc,9,9,GSG_6041b55c52303c1a,6041b55c52303c1ac95b9bc435c130085ba6841c476646fccbbe7ffeb97bc9d5,1,False
AC_PWY-6317,D-galactose degradation I (Leloir pathway),AraCyc,7,7,GSG_3e9283662da55a34,3e9283662da55a3458993dff68f72933d685ffbb08873bfd233a235ad42ef05d,1,False
AC_PWY-6348,phosphate acquisition,AraCyc,34,34,GSG_db32887b455dba8f,db32887b455dba8f572871b359aea338fa25b4e4b8f9e748d67163f7024f1e40,1,False
AC_PWY-6351,"D-myo-inositol (1,4,5)-trisphosphate biosynthesis",AraCyc,40,40,GSG_7e818e6cd9d4a0bb,7e818e6cd9d4a0bbc454fc1d265268adf7cbbdf374d9e3864e2313817861ddcf,1,False
AC_PWY-6352,3-phosphoinositide biosynthesis,AraCyc,39,39,GSG_7a06564ba1c0cc68,7a06564ba1c0cc68b8bb7394494f2d67c51a89a19da65f687dda95739db7daec,1,False
AC_PWY-6358,"superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism",AraCyc,10,10,GSG_d4801cadaf75345e,d4801cadaf75345ed48e287d52410cd0d5b799dd407f798827bfc8372fae1911,2,False
AC_PWY-6364,"D-myo-inositol (1,3,4)-trisphosphate biosynthesis",AraCyc,5,5,GSG_83753e69a394c8c3,83753e69a394c8c336fea9f72f5060cc5ff3cbcafe6197c9c3296f8780392a2e,1,False
AC_PWY-6367,D-myo-inositol-5-phosphate metabolism,AraCyc,10,10,GSG_ad2eb9e5ea90bfce,ad2eb9e5ea90bfce2a4e5ad06a6347455bc344938f4f29c0e7d86be6ee704802,1,False
AC_PWY-6369,inositol diphosphates biosynthesis,AraCyc,10,10,GSG_f6828b7f3218025b,f6828b7f3218025b2eb5122e8a780ac66eba46561c1c5aef4a653a48b2ac6e64,1,False
AC_PWY-641,proanthocyanidins biosynthesis from flavanols,AraCyc,9,9,GSG_6ef6cd8e6cbefd9f,6ef6cd8e6cbefd9fc9c39bdac02fc406d05d71ce501290b7bc4935aa7c62d49e,1,False
AC_PWY-6441,spermine and spermidine degradation III,AraCyc,5,5,GSG_c4e953150e055a6d,c4e953150e055a6d85e7680f929615b2d364139928656348ba52a69932dc3531,1,False
AC_PWY-6444,"benzoate biosynthesis II (CoA-independent, non-beta-oxidative)",AraCyc,6,6,GSG_6c6e0bca88aca0f2,6c6e0bca88aca0f208e27f8bb8e5fc3b6f932ee836ed8d9144fc079a304970f3,1,False
AC_PWY-6475,trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria),AraCyc,5,5,GSG_5ce40fb68289f0ad,5ce40fb68289f0ad8a7120fb4a159be15f0aae771c81753b3e86086f92b8c630,1,False
AC_PWY-6527,stachyose degradation,AraCyc,8,8,GSG_bfd3fd9aad12af55,bfd3fd9aad12af5566949911f94564c2dd1148818b025d3808aace0e8b355718,1,False
AC_PWY-6546,brassinosteroids inactivation,AraCyc,11,11,GSG_1176e76a6b6ef585,1176e76a6b6ef585b753a6334668e39d8d95afdd27c33ae6d7564bd112024b24,1,False
AC_PWY-6549,nitrogen remobilization from senescing leaves,AraCyc,27,27,GSG_e1ae9387cddf88a0,e1ae9387cddf88a09db48d40c16dcd2849e15037098a99b22f20ed8bec9e2e5c,1,False
AC_PWY-6556,pyrimidine ribonucleosides salvage II,AraCyc,10,10,GSG_5027b3d29225d687,5027b3d29225d687249fc20b84c6dc11d5924182dd2ea815e3d3205d29c936a0,1,False
AC_PWY-6595,superpathway of guanosine nucleotides degradation (plants),AraCyc,19,19,GSG_9f2b41a194899898,9f2b41a1948998989f07d13715e332c2abd29b70b5d71fe442d95f09761f74fe,2,False
AC_PWY-6596,adenosine nucleotides degradation I,AraCyc,21,21,GSG_88b767576c20635b,88b767576c20635b7502b2929aa218996992f00e904a76557bd43ddc95b82b7f,1,False
AC_PWY-6599,guanine and guanosine salvage II,AraCyc,5,5,GSG_d38ef113c58ce8f9,d38ef113c58ce8f968d497b166deb4bc84c3ccdc40b5cfb70dfe77efe3bbfe95,1,False
AC_PWY-6605,adenine and adenosine salvage II,AraCyc,9,9,GSG_c657e316fed565be,c657e316fed565bee6077ae20626030b9d1ba58c8d7c7f04005f1ba3e06b62c8,1,False
AC_PWY-6606,guanosine nucleotides degradation II,AraCyc,17,17,GSG_2d14d0641751615e,2d14d0641751615ed8afcb35895bb240ed2f1e6802d9801a6fe07801aaed4409,1,False
AC_PWY-6612,superpathway of tetrahydrofolate biosynthesis,AraCyc,15,15,GSG_9d445b123b329a92,9d445b123b329a921db5a41574119e513d36a652c0f80d4f5ba1a0f284738b4d,1,False
AC_PWY-6613,"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate",AraCyc,5,5,GSG_d500db182a311708,d500db182a311708b08779dc5cfb34c185e11e7db2648597d5a262775b710682,1,False
AC_PWY-6614,tetrahydrofolate biosynthesis I,AraCyc,9,9,GSG_2b38e1e0e7b89b34,2b38e1e0e7b89b342a853ac0eb057edd0cb9a468627ff66574f13e8327607d35,1,False
AC_PWY-6622,heptadecane biosynthesis,AraCyc,6,6,GSG_e7a232e0ec1ca09d,e7a232e0ec1ca09d6af0b54ab55502d204803a53b77e8925793ec4055c88d21c,1,False
AC_PWY-6663,plant sterol biosynthesis II,AraCyc,8,8,GSG_990fe7a5ff6d2e7f,990fe7a5ff6d2e7fdfdcea461f1c3a8501cb86808a985a0e742db5d98526f7de,1,False
AC_PWY-6691,plaunotol biosynthesis,AraCyc,17,17,GSG_bb97b060f0cde4b1,bb97b060f0cde4b1279e8474c5faad44d88d45d73e2ccdd2925376e2814af375,1,False
AC_PWY-6717,"(1,4)-beta-D-xylan degradation",AraCyc,25,25,GSG_ff2ec2f2c761ab5c,ff2ec2f2c761ab5c5b649fb04cc1d7a63f2fba9512fe9c04decbe24a09a10bbc,1,False
AC_PWY-6724,starch degradation II,AraCyc,8,8,GSG_49e99142f0de1f5a,49e99142f0de1f5ad41614a5a028e946f0190d27508595fb6311637416288dd2,1,False
AC_PWY-6733,sporopollenin precursors biosynthesis,AraCyc,40,40,GSG_3f57dd3c58199cc2,3f57dd3c58199cc291e6fdb95d5476fef786e4884be0bb401be21e3e7df9e27e,1,False
AC_PWY-6745,phytochelatins biosynthesis,AraCyc,6,6,GSG_a0436c5b0038c257,a0436c5b0038c2572a7e9d371649efce329dffd961a272fd5c7b39a2ca1cd2e2,1,False
AC_PWY-6754,S-methyl-5'-thioadenosine degradation I,AraCyc,6,6,GSG_22c623783653bb49,22c623783653bb4997256a6bf0c529427dbf1035bd2cbb95b355aecb44121435,1,False
AC_PWY-6773,"1,3-beta-D-glucan biosynthesis",AraCyc,14,14,GSG_b766436fe6a4f488,b766436fe6a4f488ee050446f02f6db6b0bb4f352af161618f21e1ade5dc01fc,1,False
AC_PWY-6786,detoxification of reactive carbonyls in chloroplasts,AraCyc,16,16,GSG_432aab1311b4d045,432aab1311b4d045acb979975d651f595793cd62db895cb814026520e97c2a25,1,False
AC_PWY-6787,flavonoid biosynthesis (in equisetum),AraCyc,35,35,GSG_3a0c8c409b76e03d,3a0c8c409b76e03d2e0cae80b5c7d6b5df1b063edae988dca20273d055c7b340,1,False
AC_PWY-6792,scopoletin biosynthesis,AraCyc,11,11,GSG_8b7328fdd6de8d3d,8b7328fdd6de8d3d48e604922e3449a833c67f13a990e26fdf5fed8087e92481,1,False
AC_PWY-6803,phosphatidylcholine acyl editing,AraCyc,56,56,GSG_289c7c7619140fa2,289c7c7619140fa2cd58e7eee0b64978f8c5ebe87e3375edf990459546aedb54,1,False
AC_PWY-6837,"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",AraCyc,10,10,GSG_50720f83b1c5d9c1,50720f83b1c5d9c1201b9101efab92f155cb03426881bbab7f0fc72aec3bd24e,1,False
AC_PWY-6842,glutathione-mediated detoxification II,AraCyc,84,83,GSG_0699fd9aa72cd896,0699fd9aa72cd89632ed8d89b1cb65101c637ebca6b5f1697512f6952e529b10,1,False
AC_PWY-6908,thiamine diphosphate biosynthesis IV (eukaryotes),AraCyc,7,7,GSG_f03caeb7a738def2,f03caeb7a738def2b7525d3d8290ed03a28a6ea1e3313b9433af06e299f629a8,1,False
AC_PWY-6922,L-Ndelta-acetylornithine biosynthesis,AraCyc,8,8,GSG_c5597dfa88dfa3b5,c5597dfa88dfa3b59e0dfdfce8f357a807b75dba12ff4b1c58331e1a22b3ad3a,1,False
AC_PWY-6927,chlorophyll a degradation II,AraCyc,13,13,GSG_80275598d503801b,80275598d503801b8d83c200eb380cd9b7fe10c8e552736fd4f955c4be4bf2ba,1,False
AC_PWY-695,abscisic acid biosynthesis,AraCyc,10,10,GSG_2a5367805c14d600,2a5367805c14d6009b9ab2ed3c6eef01ed3e39fe812ec4a8975108b1372e545b,1,False
AC_PWY-6952,glycerophosphodiester degradation,AraCyc,15,15,GSG_1c234bf382633104,1c234bf3826331048eed6cdf298f324fd64dce2e878656c953ee9d516cf37794,1,False
AC_PWY-702,L-methionine biosynthesis II,AraCyc,11,11,GSG_3cfb8a4407ea3964,3cfb8a4407ea3964472f9de012685e1f1b5c39faf49ce64e13584ee8c67dd7e4,1,False
AC_PWY-7036,very long chain fatty acid biosynthesis II,AraCyc,24,24,GSG_b0335e3ecfee8773,b0335e3ecfee877304d70d9450881d5e3a1194bed698fcad8174aaca00cefee1,1,False
AC_PWY-7039,"phosphatidate metabolism, as a signaling molecule",AraCyc,27,27,GSG_635b54c9dda3f952,635b54c9dda3f9528eea1a6676ae41fdf1c79c377ec30f993e01023db771f5a2,1,False
AC_PWY-7047,malate-oxaloacetate shuttle I,AraCyc,9,9,GSG_b5b769979726bbde,b5b769979726bbdecba8afc9810b36e14af6b2f255fa20f9606e77dd58bed758,1,False
AC_PWY-7048,malate-oxaloacetate shuttle II,AraCyc,14,14,GSG_4a183f80bad6c63f,4a183f80bad6c63fee39bc162a9d0c42b58081e58785203fe80df531dbe75c2e,1,False
AC_PWY-7101,5-deoxystrigol biosynthesis,AraCyc,5,5,GSG_38fb99f4f3c0bfab,38fb99f4f3c0bfab54e304c5a9994dc27417b7f9ed25fb3d665631cb4ec2f661,1,False
AC_PWY-7120,esterified suberin biosynthesis,AraCyc,5,5,GSG_4ff2a77e67ac7405,4ff2a77e67ac74051c4d7c3bcac6e3096383d222cc9aded5925fe156efc48f43,1,False
AC_PWY-7140,myricetin gentiobioside biosynthesis,AraCyc,13,13,GSG_248108b3e070c752,248108b3e070c752a8a4941a248565f1f3ab98c9129f18dda99d850dae8a24e7,1,False
AC_PWY-7176,UTP and CTP de novo biosynthesis,AraCyc,12,12,GSG_e09c2f6c04db25e5,e09c2f6c04db25e5f2231bed846e276b6e1509c52e46fbf123b9a1269ecd5031,1,False
AC_PWY-7177,UTP and CTP dephosphorylation II,AraCyc,12,12,GSG_8026513b1f28b6da,8026513b1f28b6da316832dfcaba8f0d9c5ad2e675a2c33dc7265e954395129d,1,False
AC_PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,AraCyc,6,6,GSG_84424af9fbd33396,84424af9fbd33396c9201150519e77b015b63727ad5a65e48ef5bc824cc2ef4c,2,False
AC_PWY-7185,UTP and CTP dephosphorylation I,AraCyc,14,14,GSG_7efcf201ec0b9353,7efcf201ec0b9353a29a050252717b25283f0e8679897ce8e3903c81e3a36fd4,1,False
AC_PWY-7193,pyrimidine ribonucleosides salvage I,AraCyc,15,15,GSG_6afbcab159c704ba,6afbcab159c704bad589be1fd51fac9198dc6c665893fa88e2f3bc0e0aa841ed,1,False
AC_PWY-7196,superpathway of pyrimidine ribonucleosides salvage,AraCyc,29,29,GSG_d4e4d1963f5da286,d4e4d1963f5da286a5ac35bb0927019e8761ee51bbcba27e39336ac4ead283da,1,False
AC_PWY-7199,pyrimidine deoxyribonucleosides salvage,AraCyc,28,28,GSG_eb6bdff3d1d9d024,eb6bdff3d1d9d024c8da709aefe822169bb6a777bd7b79392b7b49b508963570,1,False
AC_PWY-7200,superpathway of pyrimidine deoxyribonucleoside salvage,AraCyc,32,32,GSG_0ebb5c950b3c61fa,0ebb5c950b3c61fadf0b0572c37abb118fec91643923872ba853280fc50fcc35,1,False
AC_PWY-7204,pyridoxal 5'-phosphate salvage II (plants),AraCyc,10,10,GSG_f0deff66479c6ae9,f0deff66479c6ae90fcc4fd89ff94598ded8b47d6e0d0bc9c599466abcea2105,1,False
AC_PWY-7205,CMP phosphorylation,AraCyc,5,5,GSG_bb3e7f3714b282e4,bb3e7f3714b282e463aabd95d180768d21f7713846ca933adc36b65e427672b2,1,False
AC_PWY-7208,superpathway of pyrimidine nucleobases salvage,AraCyc,16,16,GSG_a72f57972495969e,a72f57972495969e2b802276ea0e68da8ed68f46fa74583ebce3d38ba757e519,1,False
AC_PWY-7211,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,AraCyc,22,22,GSG_fbb130d19fafed28,fbb130d19fafed2846e876d3d4b059535621768add2717adbb1787ac7c8aafac,1,False
AC_PWY-7219,adenosine ribonucleotides de novo biosynthesis,AraCyc,15,15,GSG_bba051c053b0d8ec,bba051c053b0d8ec72ebdfb061a7aac8660cf850b4740bc10e7fdcf0768b5270,1,False
AC_PWY-7221,guanosine ribonucleotides de novo biosynthesis,AraCyc,7,7,GSG_87a247e9b8876b9f,87a247e9b8876b9ff22e1244f05c0c6878c058f6c81488ee5e821e3dc3002134,1,False
AC_PWY-7238,sucrose biosynthesis II,AraCyc,30,30,GSG_aef5aaee3d8ed255,aef5aaee3d8ed2553f0ad52270e89f6c52aba30e5df3b28507e21f500133c023,1,False
AC_PWY-724,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",AraCyc,29,29,GSG_c12bbb68cced0f96,c12bbb68cced0f9660f981b4a618bd117a419926b436b9185b3451be83a3bc1c,1,False
AC_PWY-7298,nevadensin biosynthesis,AraCyc,5,5,GSG_aef3a35f4f1ac5f3,aef3a35f4f1ac5f364ecfa05d5afd74372cbad2deb4267f3b621342e5128df1d,1,False
AC_PWY-7343,UDP-alpha-D-glucose biosynthesis,AraCyc,10,10,GSG_cd6d40f6d960ccda,cd6d40f6d960ccda11af0561dcf23b9cf6df6b7a097d7ea4146d708d81f41bb7,1,False
AC_PWY-7345,superpathway of anaerobic sucrose degradation,AraCyc,96,96,GSG_a011fa360b9148d6,a011fa360b9148d64a0899af8f055e13c42f9930ff6c83f0648e5df8953587aa,1,False
